"date"	"hour"	"precip"	"drivers_onduty"	"drivers_occupied"	"t_onduty"	"t_occupied"	"n_pass"	"n_trip"	"n_mile"	"earnings"
"7868"	"2011-11-15"	18	0	11038	11038	9697.32194444	7579.82583333	50447	30096	75828.1294459	394512.418777
"7869"	"2011-11-16"	2	0	3358	3358	1626.29	956.031388889	8307	5104	18138.8651641	67327.8282887
"7870"	"2011-11-16"	14	10	10808	10808	9079.37083333	7039.40305556	42214	25470	68523.7008184	333335.866536
"7871"	"2011-11-17"	9	NA	10573	10573	9264.10277778	6494.30055556	43617	27647	68426.3370406	329573.492303
"7872"	"2011-11-17"	10	NA	10569	10569	8716.87222222	5932.38277778	39654	24788	63692.9706627	302027.716972
"7873"	"2011-11-17"	22	NA	11172	11172	9606.91666667	6701.05416667	55160	31839	98520.8827789	413805.597265
"7874"	"2011-11-18"	5	NA	3430	3430	1446.13416667	941.569166667	7928	5139	23870.9467115	83920.0191113
"7875"	"2011-11-18"	17	NA	10113	10113	7073.75916667	5531.08305556	38562	22402	60118.4546439	292097.924418
"7876"	"2011-11-19"	1	NA	10282	10282	8311.74416667	5367.29416667	47176	26093	81347.9885841	331508.798413
"7877"	"2011-11-19"	13	NA	9868	9868	7987.59888889	5600.24972222	47896	26980	68337.033942	303298.519203
"7878"	"2011-11-20"	1	NA	10312	10312	8910.50277778	6118.56277778	50681	27410	84727.7931768	353599.871184
"7879"	"2011-11-20"	13	NA	9213	9213	7408.63972222	5093.52527778	44595	25324	70701.2156448	295528.942857
"7880"	"2011-11-21"	8	NA	9156	9156	7740.39111111	5515.89194444	40591	26063	66704.6810697	297533.566714
"7881"	"2011-11-21"	21	NA	10035	10035	7687.05583333	4708.80583333	43505	25659	75041.5646327	310026.255108
"7882"	"2011-11-22"	4	3	2058	2058	957.653055556	633.73	4942	3031	15005.0368618	51095.0408725
"7883"	"2011-11-22"	16	7	9664	9664	6102.10555556	4988.86	27014	15520	46069.7147122	233592.76905
"7884"	"2011-11-23"	0	10	8806	8806	5796.64333333	3648.9025	28266	16535	58057.2337364	228995.563654
"7885"	"2011-11-23"	12	9	10499	10499	8599.96694444	6875.80333333	45048	26504	64387.7211754	323775.34759
"7886"	"2011-11-24"	7	NA	4775	4775	2567.08055556	1557.93916667	14651	8375	31185.1748426	114443.603492
"7887"	"2011-11-24"	19	NA	6447	6447	4352.65194444	2508.57277778	29317	15345	43517.9973558	162527.824473
"7888"	"2011-11-24"	20	NA	6390	6390	4490.29833333	2642.25805556	29912	15700	44112.4994931	172078.114697
"7889"	"2011-11-25"	3	NA	2392	2392	1337.43777778	734.953888889	8030	4448	14326.6400453	52748.5378987
"7890"	"2011-11-25"	15	NA	8452	8452	6060.6725	3975.71777778	38679	20798	55157.5417851	228828.433977
"7891"	"2011-11-26"	11	NA	8293	8293	5676.84888889	3192.26027778	34455	18748	51122.3238108	200023.521338
"7892"	"2011-11-26"	23	NA	10133	10133	8374.82138889	5560.00555556	52490	27631	80561.4619783	333311.709302
"7893"	"2011-11-27"	6	NA	3136	3136	1418.58944444	919.508055556	7016	4406	24902.9165333	79950.9149484
"7894"	"2011-11-27"	18	NA	9532	9532	7559.08611111	5145.275	39386	22182	72696.4854323	291501.804904
"7895"	"2011-11-28"	2	NA	2357	2357	1036.63916667	623.266944444	5419	3336	12402.9442551	43797.1788728
"7896"	"2011-11-28"	14	NA	10063	10063	7439.34861111	4835.28222222	37429	22489	67351.8152366	279782.580749
"7897"	"2011-11-29"	9	NA	10758	10758	9519.77666667	6315.735	42120	26696	68425.1797267	321493.200986
"7898"	"2011-11-29"	10	10	10800	10800	9337.36805556	6504.38222222	43653	26978	62903.1530139	312003.716953
"7899"	"2011-11-29"	22	5	10383	10383	8235.45111111	5462.13555556	46090	26960	83881.9649916	345029.135933
"7900"	"2011-11-30"	9	NA	10530	10530	9125.93472222	6291.43694444	43738	27484	68101.9293607	323061.203733
"7901"	"2011-11-30"	10	NA	10563	10563	8267.16305556	5332.74916667	38711	23897	61590.4943594	283379.312413
"7902"	"2011-11-30"	22	NA	10358	10358	8522.57055556	5656.45388889	47395	27745	88175.9698498	363072.721345
"7903"	"2011-12-01"	2	NA	4062	4062	1993.06527778	1152.69777778	10588	6302	22076.054803	81742.823559
"7904"	"2011-12-01"	14	NA	10849	10849	8794.31583333	6429.28361111	41899	25224	72002.0715024	330284.146564
"7905"	"2011-12-02"	9	NA	10603	10603	9174.00805556	6478.76527778	43830	27285	69111.6088724	329622.124361
"7906"	"2011-12-02"	10	NA	10667	10667	8651.75138889	5872.87055556	40031	24559	65067.6171919	302193.036941
"7907"	"2011-12-02"	22	NA	11296	11296	9766.82861111	6983.92805556	61164	33463	94957.1899688	409209.429879
"7908"	"2011-12-03"	5	NA	3716	3716	1575.01333333	1012.11194444	8398	4900	22947.2458488	78433.8253418
"7909"	"2011-12-03"	17	NA	9767	9767	6781.83888889	5528.8725	43595	23813	60230.7247879	273237.542176
"7910"	"2011-12-04"	1	NA	10445	10445	9080.13722222	6315.66388889	53753	29139	88435.2831893	369643.303027
"7911"	"2011-12-04"	13	NA	9317	9317	7553.35222222	5513.01194444	46279	25818	73411.2477394	309881.419347
"7912"	"2011-12-05"	8	NA	9110	9110	7825.82527778	5603.94305556	42470	26763	70136.7745333	307811.776217
"7913"	"2011-12-05"	21	NA	10282	10282	8117.76666667	5121.55916667	45693	27098	84713.2634234	343345.041922
"7914"	"2011-12-06"	4	NA	1910	1910	784.1625	501.915833333	4194	2654	11473.0633542	39586.766602
"7915"	"2011-12-06"	16	1	9555	9555	6004.61944444	4788.61111111	28468	16571	50081.1035196	240123.167558
"7916"	"2011-12-07"	0	NA	8195	8195	4964.66972222	2953.28361111	24442	14538	53019.149138	201813.977787
"7917"	"2011-12-07"	12	6	10767	10767	9067.55333333	7128.01861111	41505	25103	62732.4116884	326840.301366
"7918"	"2011-12-08"	7	NA	8830	8830	6652.63583333	4367.91	39015	24879	63957.0067244	265051.343565
"7919"	"2011-12-08"	19	NA	11655	11655	10580.4197222	8092.46083333	55939	32659	85026.6962361	434344.992428
"7920"	"2011-12-08"	20	NA	11752	11752	10299.3908333	7406.62777778	56137	32734	90568.7657562	417692.355882
"7921"	"2011-12-09"	3	NA	4447	4447	2370.36444444	1354.29583333	12435	7274	25883.0182032	97458.6027306
"7922"	"2011-12-09"	15	NA	10221	10221	7904.98472222	6093.97166667	38140	22305	67770.9501696	303978.524842
"7923"	"2011-12-10"	3	NA	8284	8284	5821.09666667	3411.32861111	30812	17172	60146.8294826	228564.50918
"7924"	"2011-12-10"	15	NA	10169	10169	8083.71055556	6218.67694444	50218	27229	71311.2053369	321650.173924
"7925"	"2011-12-11"	11	NA	8668	8668	7044.49555556	4474.87833333	45006	25548	65682.6234719	272425.850709
"7926"	"2011-12-11"	23	NA	6958	6958	4553.7475	2581.9575	24683	14287	51041.5162503	189336.795058
"7927"	"2011-12-12"	6	NA	5619	5619	3127.32472222	1928.50583333	18260	12223	38369.3215785	141995.873907
"7928"	"2011-12-12"	18	NA	10830	10830	9229.66416667	6505.47305556	51158	30626	78105.1536233	378348.972327
"7929"	"2011-12-13"	2	NA	3095	3095	1596.03638889	922.895555556	8225	5012	17921.5172959	65213.9564023
"7930"	"2011-12-13"	14	NA	10574	10574	8315.1175	5926.51694444	41546	25223	68127.2047202	309978.571311
"7931"	"2011-12-14"	9	NA	10595	10595	9352.705	6665.76166667	43764	27525	69546.723741	335377.269494
"7932"	"2011-12-14"	10	NA	10656	10656	8790.31472222	6078.09833333	39282	24506	61601.2103748	300058.106206
"7933"	"2011-12-14"	22	NA	10927	10927	9231.17916667	6398.815	52505	30270	97011.9712205	401015.12791
"7934"	"2011-12-15"	5	NA	3137	3137	1243.11777778	775.405833333	6890	4501	19875.2063771	69577.0234175
"7935"	"2011-12-15"	17	NA	10258	10258	7088.08833333	5679.56055556	39677	23163	60679.6773444	303291.035853
"7936"	"2011-12-16"	1	NA	9345	9345	6731.70944444	4054.30666667	34226	19768	71871.7956063	276484.782849
"7937"	"2011-12-16"	13	NA	9870	9870	7669.87805556	5750.16111111	41427	24871	66070.9178037	303854.897236
"7938"	"2011-12-17"	8	NA	6415	6415	3315.52916667	1866.71083333	19199	11799	37431.6024971	138186.316121
"7939"	"2011-12-17"	21	NA	11157	11157	9463.0025	7153.88333333	58853	31418	81639.0071316	379694.56104
"7940"	"2011-12-18"	4	NA	7282	7282	4516.24	2922.35444444	24407	13723	55084.1471285	201374.927308
"7941"	"2011-12-18"	16	NA	9301	9301	6282.14416667	4995.80305556	38181	21039	64983.9406366	273117.026655
"7942"	"2011-12-19"	0	NA	5985	5985	3672.535	2181.17611111	19855	11441	44354.981532	159959.26192
"7943"	"2011-12-19"	12	NA	9490	9490	7387.63138889	5028.51111111	40118	23999	60383.3640889	272762.634927
"7944"	"2011-12-20"	0	NA	7460	7460	4845.51333333	2867.00583333	25072	14640	52099.7696095	196952.824965
"7945"	"2011-12-20"	12	NA	10173	10173	7943.35583333	5671.31055556	41927	24941	60949.4476984	288469.823703
"7946"	"2011-12-21"	7	NA	8375	8375	5763.49138889	3324.43388889	31679	20334	55350.0290387	219619.509126
"7947"	"2011-12-21"	19	NA	10961	10961	9292.28888889	6481.41166667	53537	31141	78524.5480694	378962.070609
"7948"	"2011-12-21"	20	NA	10967	10967	8850.41472222	5724.20388889	50639	29467	80549.5367986	350223.559078
"7949"	"2011-12-22"	3	NA	3384	3384	1771.32333333	1034.52055556	8976	5450	21383.1488496	75994.3343982
"7950"	"2011-12-22"	15	NA	10203	10203	7422.45277778	5691.54361111	38135	22249	66751.8825037	294055.474362
"7951"	"2011-12-23"	11	NA	9911	9911	7209.24722222	4623.43583333	38716	22963	58560.2848983	258289.535556
"7952"	"2011-12-23"	23	NA	9708	9708	7124.13444444	4299.83805556	40168	21630	63319.4065942	258533.258477
"7953"	"2011-12-24"	6	NA	3125	3125	1397.4075	893.876388889	7344	4575	23586.3164117	78341.656563
"7954"	"2011-12-24"	18	NA	8351	8351	6284.37972222	3767.48666667	40648	21545	54517.0019114	222873.609659
"7955"	"2011-12-25"	2	NA	4574	4574	2606.75277778	1510.46527778	14577	7997	28237.9894853	101714.937516
"7956"	"2011-12-25"	14	NA	5807	5807	3719.78194444	2166.08527778	23540	12341	37840.1143408	140079.109946
"7957"	"2011-12-26"	9	NA	5255	5255	2388.65944444	1351.41138889	15681	8936	28102.181383	100611.088218
"7958"	"2011-12-26"	10	NA	6064	6064	3286.85722222	1813.05916667	21387	11736	34205.908037	126529.624975
"7959"	"2011-12-26"	22	NA	7864	7864	5260.14111111	3118.41722222	30421	16464	54675.6946478	209037.490295
"7960"	"2011-12-27"	5	NA	2083	2083	703.292777778	456.775555556	4345	2674	12414.6176285	42319.7860587
"7961"	"2011-12-27"	17	23	9803	9803	7130.45694444	5622.14194444	41363	22846	55937.2075492	281380.170901
"7962"	"2011-12-28"	1	NA	5334	5334	2795.18361111	1664.84472222	14502	8271	37584.6712023	128047.913985
"7963"	"2011-12-28"	13	NA	10172	10172	8104.03166667	5638.23361111	41292	22949	58630.4265229	273678.876884
"7964"	"2011-12-29"	8	NA	8212	8212	4949.96111111	2679.66083333	26602	16495	44097.3656503	175365.654492
"7965"	"2011-12-29"	21	NA	10707	10707	8008.43527778	5062.95722222	47204	25443	74086.5489591	308126.809548
"7966"	"2011-12-30"	8	NA	7778	7778	4309.44	2362.23583333	23092	14396	41204.1778151	159605.840216
"7967"	"2011-12-30"	21	NA	10723	10723	7981.78361111	4998.14861111	46603	24617	72804.7569466	301132.634917
"7968"	"2011-12-31"	4	NA	5714	5714	3397.01416667	2144.97222222	19032	10358	43266.9511064	151440.016732
"7969"	"2011-12-31"	16	NA	8643	8643	5409.45222222	3617.69472222	37863	20656	57148.6807865	225367.189135
"7970"	"2012-01-01"	0	0	4791	4791	3421.25388889	2734.21555556	23248	14172	39043.0808151	160918.898624
"7971"	"2012-01-01"	12	NA	2908	2908	2201.22138889	1412.8975	12833	8656	26084.3180142	97306.1877059
"7972"	"2012-01-02"	7	NA	3777	3777	1492.56	946.458333333	8394	5271	26187.6848627	85811.8202667
"7973"	"2012-01-02"	19	NA	8923	8923	6263.94083333	3678.92222222	38504	21424	60057.8124918	247791.863084
"7974"	"2012-01-02"	20	NA	8479	8479	5392.91611111	3025.81861111	32013	17996	55015.1268806	216309.609216
"7975"	"2012-01-03"	3	NA	1709	1709	755.72	432.889722222	4269	2429	9188.47325087	32543.2166379
"7976"	"2012-01-03"	15	NA	9852	9852	6981.2875	4511.38388889	41294	23717	64215.6988267	265353.396132
"7977"	"2012-01-04"	11	NA	9857	9857	6745.79638889	4065.61611111	36159	21510	52030.5781945	229169.918739
"7978"	"2012-01-04"	23	NA	9099	9099	5646.92361111	3216.265	29880	17320	59423.7388807	227178.985465
"7979"	"2012-01-05"	6	NA	5230	5230	2759.98611111	1544.34638889	17182	11364	31435.5706047	116640.772031
"7980"	"2012-01-05"	18	NA	10825	10825	9216.77611111	6292.765	53083	31373	77456.4043302	372104.999534
"7981"	"2012-01-06"	2	NA	4422	4422	2175.0525	1240.93111111	11893	6997	23490.1380536	88514.5388343
"7982"	"2012-01-06"	14	NA	9813	9813	7520.08138889	4957.1675	41030	24118	62721.6964744	274401.881118
"7983"	"2012-01-07"	9	NA	6627	6627	4227.88805556	2224.45944444	26312	15648	39430.6212781	155300.334033
"7984"	"2012-01-07"	10	NA	7665	7665	5315.6775	2825.3925	32853	19083	46609.2617877	187780.357986
"7985"	"2012-01-07"	22	NA	10744	10744	8988.68	5879.72805556	57822	31144	81269.3742346	350645.504239
"7986"	"2012-01-08"	5	NA	3573	3573	1542.11861111	983.780555556	7893	4686	23090.5576246	77032.3141685
"7987"	"2012-01-08"	17	NA	8829	8829	6400.03138889	4536.48888889	41913	24163	70663.9911182	280222.356139
"7988"	"2012-01-09"	1	NA	3427	3427	1708.95305556	1012.88916667	8823	5333	22206.7962072	76531.5294709
"7989"	"2012-01-09"	13	NA	9119	9119	6194.87194444	3617.25416667	32750	20132	52376.1384116	220584.855986
"7990"	"2012-01-10"	1	NA	3979	3979	1869.19444444	1072.34805556	9906	5922	21431.0145922	78299.4805765
"7991"	"2012-01-10"	13	NA	9887	9887	6854.41611111	4106.92833333	35207	21651	55060.9801461	239115.047026
"7992"	"2012-01-11"	8	NA	9777	9777	8365.12777778	5691.45638889	45752	28955	70455.8848559	314490.824823
"7993"	"2012-01-11"	21	0	10608	10608	8463.66388889	5092.47138889	49395	28938	85422.9193286	347948.010722
"7994"	"2012-01-12"	4	8	2084	2084	877.006388889	568.904166667	4526	2814	12308.9399598	42711.0041644
"7995"	"2012-01-12"	16	NA	9846	9846	5980.435	4265.19444444	32891	19598	57874.0177977	259132.997478
"7996"	"2012-01-13"	0	0	9351	9351	6155.10611111	3543.14194444	31525	18230	62751.1134718	245464.031627
"7997"	"2012-01-13"	12	NA	9539	9539	7424.56833333	5094.2325	41750	25540	63464.1965275	286954.093331
"7998"	"2012-01-14"	7	NA	4237	4237	1901.53916667	1107.31666667	10744	6857	26119.973406	91545.5186286
"7999"	"2012-01-14"	19	NA	10760	10760	9372.44166667	6386.3675	60292	33434	81342.3679708	354716.558737
"8000"	"2012-01-14"	20	0	10910	10910	8934.37583333	5841.31083333	55261	30781	79033.6758652	350456.636189
"8001"	"2012-01-15"	3	NA	8443	8443	6464.3475	3718.10694444	35137	19349	66332.1384094	251467.996252
"8002"	"2012-01-15"	15	NA	9603	9603	7596.90611111	5154.63	49739	27688	77108.9466118	314697.102549
"8003"	"2012-01-16"	11	NA	8131	8131	6007.12888889	3470.55222222	36133	21283	54324.6564021	223093.651106
"8004"	"2012-01-16"	23	2	7165	7165	4614.25666667	2695.25305556	24310	14188	52299.6810831	194724.117913
"8005"	"2012-01-17"	6	NA	5564	5564	3144.27555556	1876.78972222	18920	12394	37141.3808649	137462.807645
"8006"	"2012-01-17"	18	NA	10608	10608	8905.94	6122.54805556	51006	30799	75669.5621676	366972.632434
"8007"	"2012-01-18"	2	NA	3080	3080	1433.71777778	842.678888889	7648	4667	16422.6780111	60897.0614427
"8008"	"2012-01-18"	14	NA	10484	10484	8222.63972222	5511.905	42706	25727	69277.4171061	307062.210387
"8009"	"2012-01-19"	9	NA	10359	10359	9113.95416667	6197.97083333	45649	28634	67619.2322682	325406.076147
"8010"	"2012-01-19"	10	NA	10417	10417	8360.42027778	5305.50083333	39772	24623	59407.5101012	281706.806151
"8011"	"2012-01-19"	22	NA	10906	10906	8975.63083333	5913.4325	52981	30779	96721.9565042	393487.362749
"8012"	"2012-01-20"	9	NA	10206	10206	8972.33305556	6152.35944444	44206	27739	66693.5283817	321208.546833
"8013"	"2012-01-20"	10	NA	10219	10219	8024.75333333	5046.5525	40444	24953	59613.0355697	276555.924832
"8014"	"2012-01-20"	22	NA	11171	11171	9327.77555556	6402.395	61612	34199	94140.5600278	399420.279295
"8015"	"2012-01-21"	5	3	3207	3207	1525.48805556	1069.55916667	6976	4234	19646.8330234	69664.2289674
"8016"	"2012-01-21"	17	NA	8688	8688	5888.44888889	4419.39666667	46451	25970	62533.1498908	260342.674371
"8017"	"2012-01-22"	1	NA	9707	9707	8282.70055556	5346.93611111	50385	27264	84684.2870988	336466.216219
"8018"	"2012-01-22"	13	NA	8956	8956	7058.53	4554.78305556	45350	25779	66801.8088373	278195.698285
"8019"	"2012-01-23"	8	NA	8991	8991	7791.75972222	5563.0325	43095	27104	67387.4829036	299129.754365
"8020"	"2012-01-23"	21	NA	9126	9126	6499.55583333	3826.78305556	36253	21695	67350.7741256	270666.772697
"8021"	"2012-01-24"	4	NA	1703	1703	660.908888889	429.386388889	3432	2231	9945.19024694	34240.8225033
"8022"	"2012-01-24"	16	NA	9415	9415	5573.66138889	3929.77638889	33904	20129	55327.0290538	253988.177885
"8023"	"2012-01-25"	0	NA	7314	7314	3899.00138889	2263.91555556	19394	11820	42259.1517708	161324.66557
"8024"	"2012-01-25"	12	NA	10178	10178	7561.105	4792.83305556	38448	23539	56745.8116176	263320.660101
"8025"	"2012-01-26"	7	NA	8509	8509	6320.73444444	3919.94527778	37296	23712	59278.6778627	246073.953294
"8026"	"2012-01-26"	19	4	11400	11400	10109.5705556	7307.82388889	60153	35872	85685.5429596	428756.176135
"8027"	"2012-01-26"	20	2	11383	11383	9791.945	6658.11194444	54990	33072	90029.6176712	403006.6104
"8028"	"2012-01-27"	3	NA	3406	3406	1767.16472222	981.956388889	8955	5325	19045.4419448	70265.188271
"8029"	"2012-01-27"	15	0	9987	9987	7419.23777778	5305.09305556	37620	22267	62273.9714936	280788.182074
"8030"	"2012-01-28"	11	NA	8732	8732	6785.36055556	3957.73083333	40746	23101	56065.965069	238299.392288
"8031"	"2012-01-28"	23	NA	10894	10894	10071.5191667	7442.42333333	64437	34295	90825.0227958	412577.29289
"8032"	"2012-01-29"	6	NA	2885	2885	1263.88611111	784.553333333	6717	4284	18383.8779382	61777.0803881
"8033"	"2012-01-29"	18	NA	9167	9167	7470.97888889	5166.95888889	44705	25415	73656.4035433	304110.665594
"8034"	"2012-01-30"	6	NA	5440	5440	3024.18777778	1785.24222222	18598	12166	37230.0753989	138607.963843
"8035"	"2012-01-30"	18	NA	10233	10233	8741.635	5788.94861111	51456	30946	74279.6955034	361431.230547
"8036"	"2012-01-31"	2	NA	2519	2519	1125.78944444	662.383888889	5977	3617	13191.0463163	47935.9788733
"8037"	"2012-01-31"	14	NA	10203	10203	7594.84666667	4839.99972222	39068	23750	61614.6975307	273955.49554
"8038"	"2012-02-01"	11	NA	10148	10148	7353.24722222	4534.13722222	35846	22121	54139.4956342	247909.444942
"8039"	"2012-02-01"	23	NA	9829	9829	7034.06166667	4096.86805556	36404	21446	71346.171392	283462.303317
"8040"	"2012-02-02"	6	NA	5682	5682	3005.94805556	1722.5225	18683	12236	34580.5554402	130721.968613
"8041"	"2012-02-02"	18	NA	10939	10939	9368.97861111	6835.98555556	55926	33447	79414.1839756	399942.453744
"8042"	"2012-02-03"	2	NA	5190	5190	2831.43861111	1593.57166667	14840	8738	29628.5702304	112527.906586
"8043"	"2012-02-03"	14	NA	10136	10136	7860.96972222	5332.78472222	43608	26211	69340.0748459	303853.93195
"8044"	"2012-02-04"	9	NA	7178	7178	4683.88555556	2492.01333333	28118	16690	40882.3067589	165692.746354
"8045"	"2012-02-04"	10	NA	8132	8132	5867.88805556	3186.30777778	34831	20199	48653.3925846	201395.192143
"8046"	"2012-02-04"	22	NA	10881	10881	9324.22277778	6197.00222222	60746	32677	82855.903744	365694.093386
"8047"	"2012-02-05"	5	NA	3615	3615	1585.37055556	1003.61944444	8202	4774	22040.5186311	75435.6682636
"8048"	"2012-02-05"	17	NA	8695	8695	6651.60194444	5182.94222222	49214	28041	80484.7092032	320330.160369
"8049"	"2012-02-06"	1	NA	4521	4521	2604.42111111	1484.34666667	14169	8362	29633.4119401	109193.866286
"8050"	"2012-02-06"	13	NA	9261	9261	6183.83555556	3570.70972222	32155	19647	52750.5606299	221313.974506
"8051"	"2012-02-07"	8	NA	9948	9948	8627.77638889	5892.65333333	46161	28711	66870.4731823	314374.492394
"8052"	"2012-02-07"	21	NA	10573	10573	8808.17166667	5551.67111111	51741	30519	88989.0361985	372342.395105
"8053"	"2012-02-08"	4	NA	2099	2099	876.0175	557.909444444	4661	2908	12745.8113041	43664.4577109
"8054"	"2012-02-08"	16	NA	9959	9959	6015.25027778	4295.06138889	35599	21178	57647.3186481	269438.941631
"8055"	"2012-02-09"	0	0	8184	8184	4795.11416667	2770.15611111	23983	14217	49967.4208706	193253.050999
"8056"	"2012-02-09"	12	NA	10277	10277	7838.33527778	5161.83083333	40578	24758	59460.9232114	279948.568918
"8057"	"2012-02-10"	0	NA	10011	10011	6968.26722222	4109.33083333	36240	20823	71120.9902406	280219.88359
"8058"	"2012-02-10"	12	NA	9721	9721	7567.65222222	5328.02444444	41927	25588	64158.2055049	294192.67207
"8059"	"2012-02-11"	7	0	4387	4387	2080.30305556	1189.57055556	11769	7370	24954.8295421	90822.5196813
"8060"	"2012-02-11"	19	NA	11014	11014	9780.07583333	7120.43472222	65887	36243	86693.6138067	386538.927629
"8061"	"2012-02-11"	20	NA	11221	11221	9766.43916667	6633.61972222	62043	33968	85537.7395282	387887.987856
"8062"	"2012-02-12"	3	NA	8618	8618	6596.1175	3996.27305556	36504	20113	66517.1515087	260175.748308
"8063"	"2012-02-12"	15	NA	9490	9490	7315.59305556	5258.16972222	46949	26517	75231.3876039	314073.25098
"8064"	"2012-02-13"	11	NA	9667	9667	7407.83555556	4788.50722222	36607	22518	57883.5746064	262813.841604
"8065"	"2012-02-13"	23	NA	8594	8594	5833.39166667	3388.11805556	31459	18475	62028.6559323	240995.863294
"8066"	"2012-02-14"	6	NA	5712	5712	3122.57305556	1747.35111111	19154	12414	34686.97686	131465.277278
"8067"	"2012-02-14"	18	NA	10630	10630	9055.76555556	6993.37972222	55561	32768	77024.9378121	394870.495543
"8068"	"2012-02-15"	2	NA	4200	4200	2288.24333333	1352.69138889	11376	6871	25186.6255292	92340.2598793
"8069"	"2012-02-15"	14	NA	10580	10580	8280.53	5646.64166667	43733	26508	70581.274339	316438.960276
"8070"	"2012-02-16"	9	NA	10505	10505	9263.04861111	6428.66055556	44509	28083	69845.6032402	335452.466624
"8071"	"2012-02-16"	10	NA	10548	10548	8255.95111111	5385.31416667	39860	24475	62329.0616714	290820.984075
"8072"	"2012-02-16"	22	NA	10945	10945	9285.795	6137.99138889	53437	30756	99400.7624702	404393.153582
"8073"	"2012-02-17"	5	NA	3297	3297	1393.88388889	911.752222222	7632	4878	23517.4039723	82642.0837466
"8074"	"2012-02-17"	17	NA	9953	9953	6908.71027778	5292.12027778	42423	25031	66149.0729508	312788.736234
"8075"	"2012-02-18"	1	NA	10326	10326	8285.85694444	5218.25083333	47111	25953	83048.1909	334176.544919
"8076"	"2012-02-18"	13	NA	9376	9376	7409.2875	4720.71388889	45454	25103	62806.2170313	270658.474194
"8077"	"2012-02-19"	8	NA	4221	4221	1984.33	1092.87694444	11872	7316	24101.541474	86703.9374791
"8078"	"2012-02-19"	21	NA	8403	8403	6391.44194444	3825.39611111	40510	22306	62821.4791022	257160.070471
"8079"	"2012-02-20"	8	NA	6379	6379	3719.01972222	2028.45666667	21252	13307	39744.3757209	151749.014124
"8080"	"2012-02-20"	21	NA	8682	8682	6182.64916667	3595.93833333	36186	20849	68420.8041712	266339.072143
"8081"	"2012-02-21"	4	NA	1646	1646	688.490555556	433.806944444	3646	2329	10396.778775	35420.1065295
"8082"	"2012-02-21"	16	NA	9722	9722	5772.81527778	4173.39027778	34939	20513	58665.5645257	265417.250548
"8083"	"2012-02-22"	0	NA	7247	7247	4035.38972222	2364.37388889	20781	12344	46026.4119108	172271.206989
"8084"	"2012-02-22"	12	NA	9984	9984	7574.47888889	4866.77111111	38744	23418	57393.4113898	265076.879647
"8085"	"2012-02-23"	7	NA	8608	8608	6258.91416667	3560.38388889	35087	22470	56478.9333418	231911.134567
"8086"	"2012-02-23"	19	NA	11444	11444	9936.68888889	7119.78694444	59864	35179	90950.7861774	436059.6049
"8087"	"2012-02-23"	20	NA	11395	11395	9632.80722222	6473.60583333	56747	33373	94028.0478681	409259.254966
"8088"	"2012-02-24"	3	6	3804	3804	2171.9	1248.07555556	11345	6542	23195.7952114	86058.3889552
"8089"	"2012-02-24"	15	NA	10101	10101	7698.12416667	5767.03638889	42322	24431	68673.9879311	304222.415102
"8090"	"2012-02-25"	11	NA	8842	8842	6835.23	4022.52833333	41476	23630	58951.2680902	246114.291902
"8091"	"2012-02-25"	23	NA	10997	10997	9870.42583333	7194.40944444	67683	35673	96092.7338598	420900.201732
"8092"	"2012-02-26"	6	NA	3107	3107	1370.33	845.7525	7353	4588	21706.3012223	71821.8824576
"8093"	"2012-02-26"	18	NA	9050	9050	7160.37416667	5009.09583333	44822	25939	74976.938194	304261.542117
"8094"	"2012-02-27"	2	NA	2412	2412	1116.675	652.939722222	5924	3569	13394.3233235	47476.7814331
"8095"	"2012-02-27"	14	NA	9673	9673	6907.28388889	4312.245	36458	22025	62148.4181677	258680.001144
"8096"	"2012-02-28"	9	NA	10528	10528	9211.98138889	6215.76472222	43098	27123	67895.1316474	323327.546558
"8097"	"2012-02-28"	10	NA	10392	10392	7846.33638889	4971.13444444	36977	23003	57710.4038805	268172.587793
"8098"	"2012-02-28"	22	NA	10323	10323	8212.91222222	5077.46111111	45119	26696	86287.2488229	348634.713508
"8099"	"2012-02-29"	5	NA	2844	2844	1133.39305556	707.233888889	6368	4176	18731.8006627	66175.8961575
"8100"	"2012-02-29"	17	1	9967	9967	7091.00527778	5446.12444444	41492	24926	62001.1353079	306576.861701
"8101"	"2012-03-01"	9	1	10540	10540	9282.71138889	6446.89611111	45308	28586	68281.2940957	331256.355761
"8102"	"2012-03-01"	10	1	10603	10603	8584.87888889	5669.42333333	40398	25027	61857.4089666	295236.337743
"8103"	"2012-03-01"	22	NA	11055	11055	9194.33472222	6177.35777778	52637	30567	97488.7187445	400802.478969
"8104"	"2012-03-02"	5	NA	3218	3218	1398.24583333	870.103333333	7570	4830	23082.491911	81289.1173777
"8105"	"2012-03-02"	17	NA	10249	10249	7246.86416667	5428.97694444	44499	26481	68124.954043	324804.362378
"8106"	"2012-03-03"	1	1	10213	10213	8260.91583333	5236.44527778	44277	24607	81773.6851718	327046.835989
"8107"	"2012-03-03"	13	NA	9547	9547	7693.90638889	5067.665	47123	26798	66387.5142144	290562.33175
"8108"	"2012-03-04"	8	NA	4685	4685	2610.26916667	1435.23694444	14734	9257	32426.4426753	115327.808119
"8109"	"2012-03-04"	21	NA	8311	8311	5979.85944444	3543.6575	34909	20229	65629.7770383	255784.112112
